annotation_case_id,question_file_path,schema_file_path,checkpoint_material_path,verifier_evidence_path,endpoint_material_path,gt_sql_visible,cpfc_label_visible,material_hash
annot_086,annotation_materials/annot_086/question.txt,annotation_materials/annot_086/schema.sql,annotation_materials/annot_086/checkpoints.json,annotation_materials/annot_086/verification.json,annotation_materials/annot_086/endpoint.json,False,False,mat_257732
annot_087,annotation_materials/annot_087/question.txt,annotation_materials/annot_087/schema.sql,annotation_materials/annot_087/checkpoints.json,annotation_materials/annot_087/verification.json,annotation_materials/annot_087/endpoint.json,False,False,mat_827955
annot_088,annotation_materials/annot_088/question.txt,annotation_materials/annot_088/schema.sql,annotation_materials/annot_088/checkpoints.json,annotation_materials/annot_088/verification.json,annotation_materials/annot_088/endpoint.json,False,False,mat_708095
annot_089,annotation_materials/annot_089/question.txt,annotation_materials/annot_089/schema.sql,annotation_materials/annot_089/checkpoints.json,annotation_materials/annot_089/verification.json,annotation_materials/annot_089/endpoint.json,False,False,mat_538755
annot_090,annotation_materials/annot_090/question.txt,annotation_materials/annot_090/schema.sql,annotation_materials/annot_090/checkpoints.json,annotation_materials/annot_090/verification.json,annotation_materials/annot_090/endpoint.json,False,False,mat_238563
annot_091,annotation_materials/annot_091/question.txt,annotation_materials/annot_091/schema.sql,annotation_materials/annot_091/checkpoints.json,annotation_materials/annot_091/verification.json,annotation_materials/annot_091/endpoint.json,False,False,mat_883066
annot_092,annotation_materials/annot_092/question.txt,annotation_materials/annot_092/schema.sql,annotation_materials/annot_092/checkpoints.json,annotation_materials/annot_092/verification.json,annotation_materials/annot_092/endpoint.json,False,False,mat_606047
annot_093,annotation_materials/annot_093/question.txt,annotation_materials/annot_093/schema.sql,annotation_materials/annot_093/checkpoints.json,annotation_materials/annot_093/verification.json,annotation_materials/annot_093/endpoint.json,False,False,mat_805552
annot_094,annotation_materials/annot_094/question.txt,annotation_materials/annot_094/schema.sql,annotation_materials/annot_094/checkpoints.json,annotation_materials/annot_094/verification.json,annotation_materials/annot_094/endpoint.json,False,False,mat_426032
annot_095,annotation_materials/annot_095/question.txt,annotation_materials/annot_095/schema.sql,annotation_materials/annot_095/checkpoints.json,annotation_materials/annot_095/verification.json,annotation_materials/annot_095/endpoint.json,False,False,mat_697897
annot_096,annotation_materials/annot_096/question.txt,annotation_materials/annot_096/schema.sql,annotation_materials/annot_096/checkpoints.json,annotation_materials/annot_096/verification.json,annotation_materials/annot_096/endpoint.json,False,False,mat_895509
annot_097,annotation_materials/annot_097/question.txt,annotation_materials/annot_097/schema.sql,annotation_materials/annot_097/checkpoints.json,annotation_materials/annot_097/verification.json,annotation_materials/annot_097/endpoint.json,False,False,mat_872800
annot_098,annotation_materials/annot_098/question.txt,annotation_materials/annot_098/schema.sql,annotation_materials/annot_098/checkpoints.json,annotation_materials/annot_098/verification.json,annotation_materials/annot_098/endpoint.json,False,False,mat_353973
annot_099,annotation_materials/annot_099/question.txt,annotation_materials/annot_099/schema.sql,annotation_materials/annot_099/checkpoints.json,annotation_materials/annot_099/verification.json,annotation_materials/annot_099/endpoint.json,False,False,mat_383097
annot_100,annotation_materials/annot_100/question.txt,annotation_materials/annot_100/schema.sql,annotation_materials/annot_100/checkpoints.json,annotation_materials/annot_100/verification.json,annotation_materials/annot_100/endpoint.json,False,False,mat_476826
