case_id,model_source,spider_question_id,database_id,raw_sql_file,extraction_log_file,generation_timestamp,output_present,extraction_success,token_count,generation_latency_ms
dtest_case_0016,gpt4,q17,db_131,raw_outputs/gpt4/dtest_case_0016.sql,extraction_logs/gpt4/dtest_case_0016.json,2025-01-15T11:17:14Z,True,True,76,1807
dtest_case_0016,claude3,q17,db_131,raw_outputs/claude3/dtest_case_0016.sql,extraction_logs/claude3/dtest_case_0016.json,2025-01-16T13:24:16Z,True,True,57,790
dtest_case_0017,current_local,q18,db_150,raw_outputs/current_local/dtest_case_0017.sql,extraction_logs/current_local/dtest_case_0017.json,2025-01-14T13:49:51Z,True,False,398,1159
dtest_case_0017,gpt4,q18,db_150,raw_outputs/gpt4/dtest_case_0017.sql,extraction_logs/gpt4/dtest_case_0017.json,2025-01-15T11:52:23Z,True,True,436,7259
dtest_case_0017,claude3,q18,db_150,raw_outputs/claude3/dtest_case_0017.sql,extraction_logs/claude3/dtest_case_0017.json,2025-01-16T13:14:24Z,True,False,322,4165
dtest_case_0018,current_local,q19,db_053,raw_outputs/current_local/dtest_case_0018.sql,extraction_logs/current_local/dtest_case_0018.json,2025-01-14T11:19:35Z,True,True,481,1216
dtest_case_0018,gpt4,q19,db_053,raw_outputs/gpt4/dtest_case_0018.sql,extraction_logs/gpt4/dtest_case_0018.json,2025-01-15T21:53:52Z,True,True,393,783
dtest_case_0018,claude3,q19,db_053,raw_outputs/claude3/dtest_case_0018.sql,extraction_logs/claude3/dtest_case_0018.json,2025-01-16T10:12:16Z,True,False,323,2213
dtest_case_0019,current_local,q20,db_002,raw_outputs/current_local/dtest_case_0019.sql,extraction_logs/current_local/dtest_case_0019.json,2025-01-14T17:45:46Z,True,True,81,6354
dtest_case_0019,gpt4,q20,db_002,raw_outputs/gpt4/dtest_case_0019.sql,extraction_logs/gpt4/dtest_case_0019.json,2025-01-15T12:24:32Z,True,True,474,5711
dtest_case_0019,claude3,q20,db_002,raw_outputs/claude3/dtest_case_0019.sql,extraction_logs/claude3/dtest_case_0019.json,2025-01-16T10:21:50Z,True,True,450,6931
dtest_case_0020,current_local,q21,db_088,raw_outputs/current_local/dtest_case_0020.sql,extraction_logs/current_local/dtest_case_0020.json,2025-01-14T13:31:14Z,True,True,135,6435
dtest_case_0020,gpt4,q21,db_088,raw_outputs/gpt4/dtest_case_0020.sql,extraction_logs/gpt4/dtest_case_0020.json,2025-01-15T19:32:09Z,True,True,291,6339
dtest_case_0020,claude3,q21,db_088,raw_outputs/claude3/dtest_case_0020.sql,extraction_logs/claude3/dtest_case_0020.json,2025-01-16T00:01:32Z,True,True,463,6932
dtest_case_0021,current_local,q22,db_158,raw_outputs/current_local/dtest_case_0021.sql,extraction_logs/current_local/dtest_case_0021.json,2025-01-14T19:25:21Z,True,True,215,7214
dtest_case_0021,gpt4,q22,db_158,raw_outputs/gpt4/dtest_case_0021.sql,extraction_logs/gpt4/dtest_case_0021.json,2025-01-15T13:57:49Z,True,True,155,1086
dtest_case_0021,claude3,q22,db_158,raw_outputs/claude3/dtest_case_0021.sql,extraction_logs/claude3/dtest_case_0021.json,2025-01-16T11:48:39Z,True,True,172,2125
dtest_case_0022,current_local,q23,db_038,raw_outputs/current_local/dtest_case_0022.sql,extraction_logs/current_local/dtest_case_0022.json,2025-01-14T08:05:08Z,True,True,465,752
dtest_case_0022,gpt4,q23,db_038,raw_outputs/gpt4/dtest_case_0022.sql,extraction_logs/gpt4/dtest_case_0022.json,2025-01-15T17:11:07Z,True,True,397,3589
dtest_case_0022,claude3,q23,db_038,raw_outputs/claude3/dtest_case_0022.sql,extraction_logs/claude3/dtest_case_0022.json,2025-01-16T19:46:58Z,True,True,133,407
dtest_case_0023,current_local,q24,db_130,raw_outputs/current_local/dtest_case_0023.sql,extraction_logs/current_local/dtest_case_0023.json,2025-01-14T03:05:57Z,True,True,432,714
dtest_case_0023,gpt4,q24,db_130,raw_outputs/gpt4/dtest_case_0023.sql,extraction_logs/gpt4/dtest_case_0023.json,2025-01-15T08:59:41Z,True,True,61,2334
dtest_case_0023,claude3,q24,db_130,raw_outputs/claude3/dtest_case_0023.sql,extraction_logs/claude3/dtest_case_0023.json,2025-01-16T11:12:24Z,True,True,171,7514
dtest_case_0024,current_local,q25,db_192,raw_outputs/current_local/dtest_case_0024.sql,extraction_logs/current_local/dtest_case_0024.json,2025-01-14T22:45:35Z,True,True,270,3902
dtest_case_0024,gpt4,q25,db_192,raw_outputs/gpt4/dtest_case_0024.sql,extraction_logs/gpt4/dtest_case_0024.json,2025-01-15T20:54:31Z,True,True,131,2189
dtest_case_0024,claude3,q25,db_192,raw_outputs/claude3/dtest_case_0024.sql,extraction_logs/claude3/dtest_case_0024.json,2025-01-16T17:18:21Z,True,True,361,3120
dtest_case_0025,current_local,q26,db_188,raw_outputs/current_local/dtest_case_0025.sql,extraction_logs/current_local/dtest_case_0025.json,2025-01-14T02:27:09Z,True,True,494,6436
dtest_case_0025,gpt4,q26,db_188,raw_outputs/gpt4/dtest_case_0025.sql,extraction_logs/gpt4/dtest_case_0025.json,2025-01-15T21:14:32Z,True,True,354,7205
dtest_case_0025,claude3,q26,db_188,raw_outputs/claude3/dtest_case_0025.sql,extraction_logs/claude3/dtest_case_0025.json,2025-01-16T20:30:57Z,True,True,453,7148
dtest_case_0026,current_local,q27,db_021,raw_outputs/current_local/dtest_case_0026.sql,extraction_logs/current_local/dtest_case_0026.json,2025-01-14T03:27:43Z,True,True,493,6495
dtest_case_0026,gpt4,q27,db_021,raw_outputs/gpt4/dtest_case_0026.sql,extraction_logs/gpt4/dtest_case_0026.json,2025-01-15T17:48:50Z,True,True,469,1473
dtest_case_0026,claude3,q27,db_021,raw_outputs/claude3/dtest_case_0026.sql,extraction_logs/claude3/dtest_case_0026.json,2025-01-16T20:33:35Z,True,True,467,3179
dtest_case_0027,current_local,q28,db_161,raw_outputs/current_local/dtest_case_0027.sql,extraction_logs/current_local/dtest_case_0027.json,2025-01-14T05:38:41Z,True,True,235,1469
dtest_case_0027,gpt4,q28,db_161,raw_outputs/gpt4/dtest_case_0027.sql,extraction_logs/gpt4/dtest_case_0027.json,2025-01-15T11:02:44Z,True,True,70,3158
dtest_case_0027,claude3,q28,db_161,raw_outputs/claude3/dtest_case_0027.sql,extraction_logs/claude3/dtest_case_0027.json,2025-01-16T00:34:25Z,True,True,289,4773
dtest_case_0028,current_local,q29,db_058,raw_outputs/current_local/dtest_case_0028.sql,extraction_logs/current_local/dtest_case_0028.json,2025-01-14T22:41:43Z,True,True,51,574
dtest_case_0028,gpt4,q29,db_058,raw_outputs/gpt4/dtest_case_0028.sql,extraction_logs/gpt4/dtest_case_0028.json,2025-01-15T04:04:37Z,True,True,367,1725
dtest_case_0028,claude3,q29,db_058,raw_outputs/claude3/dtest_case_0028.sql,extraction_logs/claude3/dtest_case_0028.json,2025-01-16T14:13:55Z,True,True,133,329
dtest_case_0029,current_local,q30,db_022,raw_outputs/current_local/dtest_case_0029.sql,extraction_logs/current_local/dtest_case_0029.json,2025-01-14T06:05:16Z,True,True,77,2313
dtest_case_0029,gpt4,q30,db_022,raw_outputs/gpt4/dtest_case_0029.sql,extraction_logs/gpt4/dtest_case_0029.json,2025-01-15T02:36:04Z,True,True,473,4755
dtest_case_0029,claude3,q30,db_022,raw_outputs/claude3/dtest_case_0029.sql,extraction_logs/claude3/dtest_case_0029.json,2025-01-16T23:35:44Z,True,True,336,3666
dtest_case_0030,current_local,q31,db_089,raw_outputs/current_local/dtest_case_0030.sql,extraction_logs/current_local/dtest_case_0030.json,2025-01-14T09:02:53Z,True,True,142,6097
dtest_case_0030,gpt4,q31,db_089,raw_outputs/gpt4/dtest_case_0030.sql,extraction_logs/gpt4/dtest_case_0030.json,2025-01-15T11:29:40Z,True,True,325,6095
dtest_case_0030,claude3,q31,db_089,raw_outputs/claude3/dtest_case_0030.sql,extraction_logs/claude3/dtest_case_0030.json,2025-01-16T10:11:00Z,True,True,423,6299
dtest_case_0031,current_local,q32,db_049,raw_outputs/current_local/dtest_case_0031.sql,extraction_logs/current_local/dtest_case_0031.json,2025-01-14T10:36:46Z,True,True,214,2552
dtest_case_0031,gpt4,q32,db_049,raw_outputs/gpt4/dtest_case_0031.sql,extraction_logs/gpt4/dtest_case_0031.json,2025-01-15T16:55:43Z,True,True,416,1942
dtest_case_0031,claude3,q32,db_049,raw_outputs/claude3/dtest_case_0031.sql,extraction_logs/claude3/dtest_case_0031.json,2025-01-16T05:43:58Z,True,True,419,2581
dtest_case_0032,current_local,q33,db_059,raw_outputs/current_local/dtest_case_0032.sql,extraction_logs/current_local/dtest_case_0032.json,2025-01-14T01:08:36Z,True,True,334,7368
dtest_case_0032,gpt4,q33,db_059,raw_outputs/gpt4/dtest_case_0032.sql,extraction_logs/gpt4/dtest_case_0032.json,2025-01-15T22:34:05Z,True,True,108,7180
dtest_case_0032,claude3,q33,db_059,raw_outputs/claude3/dtest_case_0032.sql,extraction_logs/claude3/dtest_case_0032.json,2025-01-16T00:48:50Z,True,False,325,2940
dtest_case_0033,current_local,q34,db_170,raw_outputs/current_local/dtest_case_0033.sql,extraction_logs/current_local/dtest_case_0033.json,2025-01-14T17:23:58Z,True,False,266,7673
dtest_case_0033,gpt4,q34,db_170,raw_outputs/gpt4/dtest_case_0033.sql,extraction_logs/gpt4/dtest_case_0033.json,2025-01-15T06:30:55Z,True,True,227,1118
dtest_case_0033,claude3,q34,db_170,raw_outputs/claude3/dtest_case_0033.sql,extraction_logs/claude3/dtest_case_0033.json,2025-01-16T11:37:19Z,True,True,175,4603
dtest_case_0034,current_local,q35,db_188,raw_outputs/current_local/dtest_case_0034.sql,extraction_logs/current_local/dtest_case_0034.json,2025-01-14T15:49:41Z,True,True,57,2233
dtest_case_0034,gpt4,q35,db_188,raw_outputs/gpt4/dtest_case_0034.sql,extraction_logs/gpt4/dtest_case_0034.json,2025-01-15T20:00:54Z,True,True,401,5677
dtest_case_0034,claude3,q35,db_188,raw_outputs/claude3/dtest_case_0034.sql,extraction_logs/claude3/dtest_case_0034.json,2025-01-16T04:46:21Z,True,True,242,6654
dtest_case_0035,current_local,q36,db_015,raw_outputs/current_local/dtest_case_0035.sql,extraction_logs/current_local/dtest_case_0035.json,2025-01-14T22:25:42Z,True,True,163,4249
dtest_case_0035,gpt4,q36,db_015,raw_outputs/gpt4/dtest_case_0035.sql,extraction_logs/gpt4/dtest_case_0035.json,2025-01-15T16:25:07Z,True,True,418,4883
dtest_case_0035,claude3,q36,db_015,raw_outputs/claude3/dtest_case_0035.sql,extraction_logs/claude3/dtest_case_0035.json,2025-01-16T07:24:45Z,True,True,50,7514
dtest_case_0036,current_local,q37,db_190,raw_outputs/current_local/dtest_case_0036.sql,extraction_logs/current_local/dtest_case_0036.json,2025-01-14T15:13:52Z,True,True,410,3873
dtest_case_0036,gpt4,q37,db_190,raw_outputs/gpt4/dtest_case_0036.sql,extraction_logs/gpt4/dtest_case_0036.json,2025-01-15T01:49:05Z,True,True,210,5408
dtest_case_0036,claude3,q37,db_190,raw_outputs/claude3/dtest_case_0036.sql,extraction_logs/claude3/dtest_case_0036.json,2025-01-16T15:12:08Z,True,True,208,688
dtest_case_0037,current_local,q38,db_190,raw_outputs/current_local/dtest_case_0037.sql,extraction_logs/current_local/dtest_case_0037.json,2025-01-14T10:03:33Z,True,True,181,1837
dtest_case_0037,gpt4,q38,db_190,raw_outputs/gpt4/dtest_case_0037.sql,extraction_logs/gpt4/dtest_case_0037.json,2025-01-15T18:05:33Z,True,True,328,1050
dtest_case_0037,claude3,q38,db_190,raw_outputs/claude3/dtest_case_0037.sql,extraction_logs/claude3/dtest_case_0037.json,2025-01-16T12:10:00Z,True,True,359,654
dtest_case_0038,current_local,q39,db_175,raw_outputs/current_local/dtest_case_0038.sql,extraction_logs/current_local/dtest_case_0038.json,2025-01-14T20:14:00Z,True,True,248,2390
dtest_case_0038,gpt4,q39,db_175,raw_outputs/gpt4/dtest_case_0038.sql,extraction_logs/gpt4/dtest_case_0038.json,2025-01-15T20:18:59Z,True,True,466,4600
dtest_case_0038,claude3,q39,db_175,raw_outputs/claude3/dtest_case_0038.sql,extraction_logs/claude3/dtest_case_0038.json,2025-01-16T16:34:43Z,True,False,316,7210
dtest_case_0039,current_local,q40,db_190,raw_outputs/current_local/dtest_case_0039.sql,extraction_logs/current_local/dtest_case_0039.json,2025-01-14T07:45:13Z,True,True,479,4048
dtest_case_0039,gpt4,q40,db_190,raw_outputs/gpt4/dtest_case_0039.sql,extraction_logs/gpt4/dtest_case_0039.json,2025-01-15T02:20:25Z,True,True,499,2701
dtest_case_0039,claude3,q40,db_190,raw_outputs/claude3/dtest_case_0039.sql,extraction_logs/claude3/dtest_case_0039.json,2025-01-16T20:28:25Z,True,True,182,4599
dtest_case_0040,current_local,q41,db_051,raw_outputs/current_local/dtest_case_0040.sql,extraction_logs/current_local/dtest_case_0040.json,2025-01-14T04:14:43Z,True,True,92,1143
dtest_case_0040,gpt4,q41,db_051,raw_outputs/gpt4/dtest_case_0040.sql,extraction_logs/gpt4/dtest_case_0040.json,2025-01-15T22:05:45Z,True,True,428,6770
dtest_case_0040,claude3,q41,db_051,raw_outputs/claude3/dtest_case_0040.sql,extraction_logs/claude3/dtest_case_0040.json,2025-01-16T12:20:22Z,True,True,385,2038
dtest_case_0041,current_local,q42,db_108,raw_outputs/current_local/dtest_case_0041.sql,extraction_logs/current_local/dtest_case_0041.json,2025-01-14T20:59:14Z,True,True,252,4346
dtest_case_0041,gpt4,q42,db_108,raw_outputs/gpt4/dtest_case_0041.sql,extraction_logs/gpt4/dtest_case_0041.json,2025-01-15T14:03:20Z,True,True,324,6121
dtest_case_0041,claude3,q42,db_108,raw_outputs/claude3/dtest_case_0041.sql,extraction_logs/claude3/dtest_case_0041.json,2025-01-16T13:03:47Z,True,True,76,1892
dtest_case_0042,current_local,q43,db_055,raw_outputs/current_local/dtest_case_0042.sql,extraction_logs/current_local/dtest_case_0042.json,2025-01-14T14:27:34Z,True,True,155,5739
dtest_case_0042,gpt4,q43,db_055,raw_outputs/gpt4/dtest_case_0042.sql,extraction_logs/gpt4/dtest_case_0042.json,2025-01-15T17:01:48Z,True,True,139,3616
dtest_case_0042,claude3,q43,db_055,raw_outputs/claude3/dtest_case_0042.sql,extraction_logs/claude3/dtest_case_0042.json,2025-01-16T10:06:30Z,True,True,88,7252
dtest_case_0043,current_local,q44,db_064,raw_outputs/current_local/dtest_case_0043.sql,extraction_logs/current_local/dtest_case_0043.json,2025-01-14T06:55:48Z,True,True,347,5247
dtest_case_0043,gpt4,q44,db_064,raw_outputs/gpt4/dtest_case_0043.sql,extraction_logs/gpt4/dtest_case_0043.json,2025-01-15T03:19:03Z,True,True,359,1608
dtest_case_0043,claude3,q44,db_064,raw_outputs/claude3/dtest_case_0043.sql,extraction_logs/claude3/dtest_case_0043.json,2025-01-16T11:55:44Z,True,True,428,6484
dtest_case_0044,current_local,q45,db_131,raw_outputs/current_local/dtest_case_0044.sql,extraction_logs/current_local/dtest_case_0044.json,2025-01-14T22:21:53Z,True,True,269,4176
dtest_case_0044,gpt4,q45,db_131,raw_outputs/gpt4/dtest_case_0044.sql,extraction_logs/gpt4/dtest_case_0044.json,2025-01-15T08:14:09Z,True,True,170,1860
dtest_case_0044,claude3,q45,db_131,raw_outputs/claude3/dtest_case_0044.sql,extraction_logs/claude3/dtest_case_0044.json,2025-01-16T09:07:23Z,True,True,203,5154
dtest_case_0045,current_local,q46,db_051,raw_outputs/current_local/dtest_case_0045.sql,extraction_logs/current_local/dtest_case_0045.json,2025-01-14T04:03:49Z,True,True,149,7427
dtest_case_0045,gpt4,q46,db_051,raw_outputs/gpt4/dtest_case_0045.sql,extraction_logs/gpt4/dtest_case_0045.json,2025-01-15T06:09:24Z,True,True,213,3240
dtest_case_0045,claude3,q46,db_051,raw_outputs/claude3/dtest_case_0045.sql,extraction_logs/claude3/dtest_case_0045.json,2025-01-16T22:49:04Z,True,True,157,1449
dtest_case_0046,current_local,q47,db_135,raw_outputs/current_local/dtest_case_0046.sql,extraction_logs/current_local/dtest_case_0046.json,2025-01-14T00:54:20Z,True,True,481,3052
dtest_case_0046,gpt4,q47,db_135,raw_outputs/gpt4/dtest_case_0046.sql,extraction_logs/gpt4/dtest_case_0046.json,2025-01-15T14:34:27Z,True,True,60,849
dtest_case_0046,claude3,q47,db_135,raw_outputs/claude3/dtest_case_0046.sql,extraction_logs/claude3/dtest_case_0046.json,2025-01-16T08:13:12Z,True,True,303,5216
dtest_case_0047,current_local,q48,db_021,raw_outputs/current_local/dtest_case_0047.sql,extraction_logs/current_local/dtest_case_0047.json,2025-01-14T01:34:06Z,True,True,372,1777
dtest_case_0047,gpt4,q48,db_021,raw_outputs/gpt4/dtest_case_0047.sql,extraction_logs/gpt4/dtest_case_0047.json,2025-01-15T21:38:40Z,True,True,329,4995
dtest_case_0047,claude3,q48,db_021,raw_outputs/claude3/dtest_case_0047.sql,extraction_logs/claude3/dtest_case_0047.json,2025-01-16T13:18:03Z,True,True,91,6631
dtest_case_0048,current_local,q49,db_073,raw_outputs/current_local/dtest_case_0048.sql,extraction_logs/current_local/dtest_case_0048.json,2025-01-14T06:44:45Z,True,True,278,4648
dtest_case_0048,gpt4,q49,db_073,raw_outputs/gpt4/dtest_case_0048.sql,extraction_logs/gpt4/dtest_case_0048.json,2025-01-15T03:02:08Z,True,True,428,5389
dtest_case_0048,claude3,q49,db_073,raw_outputs/claude3/dtest_case_0048.sql,extraction_logs/claude3/dtest_case_0048.json,2025-01-16T08:38:03Z,True,True,365,3913
dtest_case_0049,current_local,q50,db_167,raw_outputs/current_local/dtest_case_0049.sql,extraction_logs/current_local/dtest_case_0049.json,2025-01-14T04:43:26Z,True,True,313,7597
dtest_case_0049,gpt4,q50,db_167,raw_outputs/gpt4/dtest_case_0049.sql,extraction_logs/gpt4/dtest_case_0049.json,2025-01-15T07:49:02Z,True,True,430,4353
dtest_case_0049,claude3,q50,db_167,raw_outputs/claude3/dtest_case_0049.sql,extraction_logs/claude3/dtest_case_0049.json,2025-01-16T02:21:05Z,True,True,221,3017
dtest_case_0050,current_local,q51,db_018,raw_outputs/current_local/dtest_case_0050.sql,extraction_logs/current_local/dtest_case_0050.json,2025-01-14T05:16:34Z,True,True,335,4411
dtest_case_0050,gpt4,q51,db_018,raw_outputs/gpt4/dtest_case_0050.sql,extraction_logs/gpt4/dtest_case_0050.json,2025-01-15T07:21:43Z,True,True,382,7844
dtest_case_0050,claude3,q51,db_018,raw_outputs/claude3/dtest_case_0050.sql,extraction_logs/claude3/dtest_case_0050.json,2025-01-16T14:56:54Z,True,True,495,7013
dtest_case_0051,current_local,q52,db_132,raw_outputs/current_local/dtest_case_0051.sql,extraction_logs/current_local/dtest_case_0051.json,2025-01-14T22:15:11Z,True,True,445,3919
